|||Sütunlar|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Satırlar|||Adana-1|Adıyaman-2|Afyonkarahisar-3|Aksaray-68|Amasya-5|Ankara-6|Antalya-7|Ardahan-75|Artvin-8|Aydın-9|Ağrı-4|Balıkesir-10|Bartın-74|Batman-72|Bayburt-69|Bilecik-11|Bingöl-12|Bitlis-13|Bolu-14|Burdur-15|Bursa-16|Denizli-20|Diyarbakır-21|Düzce-81|Edirne-22|Elazığ-23|Erzincan-24|Erzurum-25|Eskişehir-26|Gaziantep-27|Giresun-28|Gümüşhane-29|Hakkari-30|Hatay-31|Isparta-32|Iğdır-76|Kahramanmaraş-46|Karabük-78|Karaman-70|Kars-36|Kastamonu-37|Kayseri-38|Kilis-79|Kocaeli-41|Konya-42|Kütahya-43|Kırklareli-39|Kırıkkale-71|Kırşehir-40|Malatya-44|Manisa-45|Mardin-47|Mersin-33|Muğla-48|Muş-49|Nevşehir-50|Niğde-51|Ordu-52|Osmaniye-80|Rize-53|Sakarya-54|Samsun-55|Siirt-56|Sinop-57|Sivas-58|Tekirdağ-59|Tokat-60|Trabzon-61|Tunceli-62|Uşak-64|Van-65|Yalova-77|Yozgat-66|Zonguldak-67|Çanakkale-17|Çankırı-18|Çorum-19|İstanbul-34|İzmir-35|Şanlıurfa-63|Şırnak-73|
||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
||2011|11251.0|4057.0|3350.0|2080.0|1301.0|22016.0|9980.0|465.0|626.0|4036.0|4367.0|4080.0|754.0|3865.0|380.0|877.0|1478.0|2255.0|1223.0|915.0|13471.0|4312.0|11568.0|1556.0|1354.0|2865.0|987.0|4842.0|2978.0|12827.0|1516.0|567.0|1801.0|8657.0|1725.0|1235.0|6649.0|884.0|1148.0|1763.0|1474.0|6948.0|714.0|9018.0|10993.0|2357.0|1099.0|929.0|794.0|3897.0|6179.0|5339.0|8134.0|3520.0|3049.0|1285.0|1697.0|2992.0|2698.0|1442.0|4171.0|5495.0|2317.0|772.0|2996.0|4076.0|2511.0|3621.0|325.0|1345.0|7722.0|836.0|2059.0|2678.0|1819.0|741.0|2229.0|70537.0|16681.0|15982.0|3865.0|
||2012|11620.0|4059.0|3421.0|2054.0|1340.0|22789.0|10552.0|467.0|669.0|4306.0|4187.0|4262.0|665.0|3730.0|423.0|910.0|1529.0|2234.0|1199.0|896.0|14123.0|4261.0|11512.0|1568.0|1357.0|2772.0|951.0|4721.0|3189.0|13364.0|1591.0|558.0|1628.0|9055.0|1812.0|1222.0|6508.0|848.0|1167.0|1829.0|1423.0|6940.0|739.0|9426.0|11322.0|2362.0|1157.0|965.0|846.0|3831.0|6350.0|5481.0|8466.0|3660.0|2903.0|1299.0|1667.0|2906.0|2786.0|1433.0|4352.0|5471.0|2232.0|782.0|3022.0|4185.0|2411.0|3506.0|321.0|1491.0|7522.0|867.0|2027.0|2635.0|1913.0|684.0|2235.0|73431.0|17458.0|16341.0|3749.0|
||2013|11776.0|3903.0|3382.0|2018.0|1319.0|23280.0|10484.0|424.0|689.0|4132.0|4116.0|4238.0|719.0|3931.0|379.0|955.0|1628.0|2418.0|1187.0|921.0|14114.0|4457.0|11659.0|1616.0|1362.0|2765.0|1078.0|4704.0|3160.0|13736.0|1552.0|621.0|1705.0|8838.0|1722.0|1303.0|6727.0|861.0|1232.0|1710.0|1427.0|6990.0|822.0|9294.0|11117.0|2347.0|1144.0|1025.0|899.0|3828.0|6241.0|5533.0|8449.0|3510.0|3030.0|1261.0|1642.0|2909.0|2851.0|1423.0|4352.0|5412.0|2290.0|772.0|2917.0|4402.0|2482.0|3494.0|300.0|1576.0|8100.0|911.0|2011.0|2528.0|1751.0|706.0|2149.0|73584.0|17047.0|16867.0|3917.0|
||2014|11979.0|4056.0|3509.0|2053.0|1320.0|24553.0|11010.0|416.0|716.0|4301.0|4257.0|4421.0|711.0|4183.0|414.0|985.0|1769.0|2453.0|1217.0|971.0|14580.0|4653.0|12549.0|1608.0|1272.0|2985.0|983.0|4757.0|3400.0|14277.0|1511.0|654.0|1750.0|9350.0|1736.0|1266.0|6583.0|815.0|1145.0|1728.0|1405.0|7220.0|830.0|10101.0|11594.0|2404.0|1219.0|1027.0|961.0|4022.0|6453.0|6086.0|8738.0|3624.0|3272.0|1312.0|1755.0|2876.0|2824.0|1462.0|4434.0|5562.0|2549.0|765.0|3022.0|4441.0|2485.0|3447.0|347.0|1584.0|8306.0|945.0|1884.0|2385.0|1824.0|756.0|2192.0|77592.0|17783.0|17928.0|4094.0|
||2015|11649.0|3980.0|3522.0|2053.0|1305.0|24942.0|11283.0|453.0|684.0|4310.0|4150.0|4236.0|695.0|4221.0|428.0|958.0|1668.0|2715.0|1160.0|1001.0|14610.0|4636.0|12507.0|1621.0|1409.0|2836.0|1023.0|4603.0|3424.0|14045.0|1541.0|654.0|1646.0|9019.0|1719.0|1242.0|6293.0|826.0|1236.0|1658.0|1386.0|7231.0|723.0|10431.0|11305.0|2384.0|1280.0|1049.0|908.0|3729.0|6438.0|6230.0|8532.0|3617.0|3151.0|1289.0|1608.0|2801.0|2750.0|1414.0|4694.0|5571.0|2388.0|761.0|2940.0|4624.0|2339.0|3504.0|355.0|1558.0|8166.0|954.0|1948.0|2210.0|1774.0|695.0|2024.0|77676.0|17756.0|18172.0|4116.0|
||2016|11444.0|3841.0|3325.0|1892.0|1272.0|24664.0|11044.0|405.0|698.0|4182.0|4140.0|4362.0|673.0|4172.0|417.0|983.0|1718.0|2597.0|1254.0|959.0|14426.0|4372.0|12325.0|1685.0|1323.0|2808.0|1023.0|4469.0|3264.0|13530.0|1474.0|664.0|1611.0|8755.0|1689.0|1203.0|6037.0|796.0|1176.0|1575.0|1343.0|7047.0|749.0|10427.0|11145.0|2310.0|1145.0|1034.0|922.0|3737.0|6341.0|5838.0|8540.0|3670.0|3084.0|1265.0|1623.0|2795.0|2662.0|1358.0|4706.0|5486.0|2254.0|734.0|2857.0|4768.0|2202.0|3480.0|324.0|1403.0|8088.0|1014.0|1724.0|2089.0|1793.0|758.0|1989.0|75794.0|17225.0|18222.0|3678.0|
||2017|11102.0|3877.0|3279.0|1891.0|1224.0|24201.0|10701.0|398.0|653.0|4432.0|4183.0|4159.0|616.0|4413.0|384.0|934.0|1765.0|2579.0|1144.0|943.0|14450.0|4321.0|13265.0|1736.0|1253.0|2715.0|953.0|4259.0|3253.0|13290.0|1529.0|572.0|1622.0|8389.0|1749.0|1109.0|6102.0|799.0|1148.0|1584.0|1220.0|6597.0|764.0|10617.0|10601.0|2177.0|1286.0|1032.0|896.0|3578.0|6187.0|6067.0|8262.0|3522.0|3147.0|1181.0|1539.0|2886.0|2657.0|1365.0|4788.0|5475.0|2398.0|735.0|2802.0|4798.0|2239.0|3382.0|317.0|1441.0|8284.0|991.0|1730.0|2053.0|1798.0|700.0|1945.0|73559.0|17077.0|18604.0|4141.0|
|Annenin yaş grubu:30-34|2009|7383.0|2706.0|1716.0|1212.0|811.0|14247.0|6411.0|292.0|450.0|2345.0|2306.0|2470.0|436.0|2737.0|241.0|500.0|984.0|1531.0|715.0|537.0|7819.0|2529.0|7523.0|964.0|844.0|1924.0|567.0|2790.0|1893.0|7733.0|1029.0|374.0|1262.0|5433.0|1160.0|676.0|3911.0|576.0|736.0|1024.0|751.0|3807.0|499.0|5236.0|6034.0|1170.0|704.0|637.0|497.0|2682.0|3296.0|3805.0|5594.0|2284.0|1815.0|734.0|957.0|1747.0|1812.0|1030.0|2644.0|3290.0|1564.0|474.0|1772.0|2168.0|1477.0|2456.0|212.0|730.0|4316.0|593.0|1269.0|1688.0|1071.0|431.0|1282.0|46659.0|11169.0|10284.0|2769.0|
||2010|7947.0|2961.0|1797.0|1353.0|819.0|15463.0|6956.0|318.0|465.0|2515.0|2649.0|2574.0|481.0|3125.0|223.0|561.0|1095.0|1587.0|762.0|595.0|8572.0|2696.0|8447.0|1043.0|791.0|2025.0|636.0|2962.0|2089.0|8396.0|1085.0|337.0|1296.0|5825.0|1154.0|769.0|4183.0|592.0|724.0|1147.0|810.0|4012.0|491.0|5744.0|6453.0|1356.0|764.0|624.0|491.0|2790.0|3461.0|3872.0|6016.0|2348.0|2002.0|751.0|1036.0|1867.0|1918.0|1031.0|2908.0|3602.0|1574.0|468.0|1855.0|2441.0|1577.0|2525.0|192.0|762.0|4806.0|626.0|1204.0|1759.0|1090.0|450.0|1302.0|50321.0|11722.0|10832.0|2810.0|
||2011|8300.0|3247.0|1960.0|1418.0|860.0|16757.0|7634.0|286.0|514.0|2690.0|2931.0|2687.0|465.0|3236.0|231.0|560.0|1189.0|1696.0|878.0|625.0|9020.0|2919.0|9036.0|1099.0|856.0|2158.0|775.0|3389.0|2235.0|8798.0|1083.0|418.0|1587.0|6068.0|1195.0|911.0|4389.0|606.0|746.0|1208.0|846.0|4515.0|559.0|6317.0|7018.0|1313.0|753.0|629.0|582.0|2987.0|3790.0|4344.0|6420.0|2547.0|2076.0|800.0|1091.0|1934.0|1941.0|1099.0|2995.0|3819.0|1797.0|493.0|1921.0|2684.0|1663.0|2685.0|233.0|898.0|5204.0|634.0|1241.0|1750.0|1275.0|431.0|1501.0|53941.0|12758.0|11734.0|3027.0|
||2012|9050.0|3247.0|2032.0|1431.0|926.0|18216.0|8164.0|312.0|550.0|3006.0|3296.0|2877.0|460.0|3625.0|262.0|661.0|1299.0|1906.0|893.0|616.0|10324.0|3150.0|9859.0|1208.0|1027.0|2351.0|792.0|3473.0|2428.0|9780.0|1194.0|441.0|1522.0|6602.0|1265.0|1000.0|4835.0|584.0|782.0|1375.0|993.0|4847.0|590.0|6895.0|7511.0|1437.0|914.0|668.0|562.0|3119.0|4013.0|4738.0|6888.0|2728.0|2188.0|819.0|1199.0|2130.0|2098.0|1106.0|3252.0|3955.0|1922.0|574.0|1970.0|2916.0|1676.0|2794.0|250.0|970.0|5587.0|740.0|1287.0|1762.0|1336.0|465.0|1625.0|60460.0|14135.0|12866.0|3402.0|
||2013|9192.0|3239.0|2105.0|1427.0|925.0|18653.0|8301.0|306.0|499.0|3028.0|3122.0|3028.0|484.0|3520.0|251.0|644.0|1324.0|1804.0|890.0|646.0|10349.0|3287.0|9779.0|1146.0|995.0|2298.0|799.0|3529.0|2528.0|9912.0|1127.0|446.0|1620.0|6511.0|1291.0|965.0|4946.0|647.0|820.0|1179.0|1004.0|5027.0|534.0|7090.0|7581.0|1466.0|901.0|704.0|623.0|3202.0|4360.0|4628.0|6844.0|2799.0|2151.0|842.0|1160.0|2157.0|2141.0|1159.0|3321.0|4100.0|1773.0|555.0|2021.0|3048.0|1685.0|2816.0|264.0|995.0|5954.0|720.0|1213.0|1796.0|1348.0|492.0|1575.0|61301.0|14134.0|12907.0|3355.0|
||2014|9663.0|3403.0|2208.0|1441.0|938.0|20188.0|8935.0|333.0|584.0|3306.0|3076.0|3186.0|542.0|3557.0|307.0|673.0|1355.0|1821.0|930.0|718.0|10906.0|3617.0|10150.0|1302.0|986.0|2308.0|780.0|3620.0|2793.0|10508.0|1206.0|468.0|1629.0|7183.0|1355.0|1024.0|5071.0|637.0|867.0|1195.0|933.0|5497.0|596.0|7764.0|8162.0|1626.0|941.0|725.0|634.0|3250.0|4583.0|4795.0|7165.0|2910.0|2183.0|933.0|1233.0|2174.0|2298.0|1150.0|3538.0|4184.0|1867.0|563.0|1993.0|3314.0|1638.0|3059.0|269.0|1043.0|5816.0|795.0|1283.0|1799.0|1490.0|514.0|1616.0|66367.0|14908.0|13494.0|3426.0|
||2015|9359.0|3317.0|2209.0|1395.0|960.0|20485.0|9215.0|312.0|540.0|3252.0|2858.0|3058.0|518.0|3324.0|288.0|639.0|1194.0|1702.0|909.0|710.0|11281.0|3468.0|9857.0|1261.0|1024.0|2257.0|788.0|3386.0|2694.0|10345.0|1159.0|432.0|1403.0|7014.0|1260.0|898.0|4927.0|691.0|859.0|1088.0|973.0|5375.0|584.0|8015.0|8150.0|1642.0|978.0|726.0|663.0|3218.0|4571.0|4503.0|7149.0|3056.0|2024.0|932.0|1135.0|2068.0|2195.0|1148.0|3522.0|4088.0|1769.0|527.0|2097.0|3516.0|1608.0|2926.0|285.0|966.0|5678.0|756.0|1240.0|1766.0|1395.0|456.0|1554.0|66008.0|14994.0|12935.0|3181.0|
||2016|9035.0|3140.0|2068.0|1349.0|868.0|20320.0|9311.0|290.0|561.0|3323.0|2620.0|3030.0|515.0|3119.0|255.0|637.0|1112.0|1567.0|887.0|702.0|11017.0|3538.0|9185.0|1301.0|916.0|2178.0|777.0|3265.0|2678.0|10004.0|1139.0|432.0|1204.0|6569.0|1324.0|823.0|4900.0|646.0|837.0|1053.0|974.0|5201.0|517.0|7984.0|8037.0|1537.0|932.0|755.0|630.0|3133.0|4484.0|4113.0|6649.0|2969.0|1809.0|921.0|1158.0|2114.0|2122.0|1123.0|3537.0|4077.0|1629.0|550.0|2076.0|3598.0|1617.0|2938.0|264.0|1022.0|5069.0|867.0|1228.0|1682.0|1432.0|454.0|1490.0|64594.0|14432.0|12729.0|2653.0|
||2017|8699.0|3169.0|2129.0|1297.0|935.0|20158.0|8769.0|284.0|545.0|3201.0|2318.0|3124.0|459.0|2955.0|268.0|670.0|1105.0|1534.0|881.0|677.0|11084.0|3474.0|9054.0|1223.0|930.0|2225.0|762.0|3231.0|2778.0|9742.0|1084.0|429.0|1119.0|6442.0|1357.0|819.0|4657.0|629.0|877.0|985.0|968.0|5135.0|533.0|7909.0|7930.0|1545.0|928.0|755.0|610.0|3170.0|4391.0|4234.0|6758.0|2784.0|1848.0|863.0|1129.0|2077.0|2126.0|1103.0|3581.0|4046.0|1559.0|532.0|2072.0|3684.0|1592.0|2962.0|224.0|991.0|4994.0|827.0|1163.0|1568.0|1536.0|433.0|1421.0|62627.0|14168.0|12508.0|2814.0|
|Annenin yaş grubu:35-39|2009|3515.0|1397.0|637.0|533.0|294.0|6011.0|2932.0|184.0|211.0|989.0|1413.0|874.0|159.0|1577.0|145.0|198.0|597.0|954.0|262.0|225.0|3075.0|844.0|4232.0|451.0|293.0|1026.0|314.0|1470.0|764.0|3836.0|488.0|216.0|659.0|2660.0|475.0|388.0|1868.0|253.0|366.0|550.0|305.0|1779.0|253.0|2097.0|2785.0|398.0|251.0|278.0|203.0|1363.0|1207.0|2283.0|2786.0|933.0|943.0|313.0|487.0|734.0|911.0|446.0|1136.0|1396.0|918.0|221.0|791.0|836.0|627.0|1267.0|106.0|220.0|2990.0|296.0|523.0|594.0|367.0|167.0|488.0|20114.0|4640.0|6022.0|1449.0|
||2010|3575.0|1479.0|647.0|567.0|315.0|6459.0|3010.0|146.0|217.0|942.0|1533.0|951.0|147.0|1556.0|116.0|200.0|601.0|917.0|283.0|239.0|3224.0|903.0|4258.0|460.0|311.0|1038.0|305.0|1451.0|756.0|3811.0|472.0|191.0|657.0|2667.0|458.0|425.0|1909.0|256.0|305.0|639.0|311.0|1773.0|254.0|2204.0|2848.0|416.0|262.0|293.0|209.0|1367.0|1335.0|2393.0|2834.0|1035.0|1032.0|304.0|457.0|752.0|923.0|503.0|1159.0|1402.0|860.0|173.0|781.0|868.0|596.0|1216.0|97.0|255.0|3156.0|252.0|526.0|602.0|382.0|199.0|500.0|21700.0|4790.0|6476.0|1501.0|
||2011|3445.0|1443.0|663.0|566.0|298.0|6776.0|3167.0|159.0|201.0|968.0|1382.0|1040.0|145.0|1513.0|120.0|188.0|632.0|831.0|308.0|205.0|3264.0|949.0|4212.0|500.0|346.0|1001.0|304.0|1450.0|870.0|3862.0|470.0|189.0|652.0|2549.0|468.0|455.0|1850.0|263.0|323.0|542.0|288.0|1737.0|227.0|2284.0|2794.0|436.0|304.0|302.0|230.0|1316.0|1323.0|2218.0|2705.0|1017.0|938.0|276.0|416.0|718.0|832.0|518.0|1128.0|1346.0|860.0|198.0|837.0|876.0|587.0|1187.0|87.0|310.0|2691.0|266.0|489.0|603.0|455.0|176.0|509.0|21804.0|4847.0|6205.0|1429.0|
||2012|3830.0|1490.0|682.0|571.0|330.0|7404.0|3506.0|149.0|248.0|1150.0|1317.0|1149.0|184.0|1536.0|128.0|230.0|599.0|793.0|318.0|237.0|3736.0|1116.0|4446.0|469.0|359.0|1030.0|326.0|1486.0|934.0|4284.0|417.0|196.0|675.0|2738.0|494.0|419.0|2042.0|262.0|349.0|494.0|310.0|2014.0|239.0|2479.0|2992.0|455.0|335.0|253.0|240.0|1397.0|1516.0|2254.0|3063.0|1093.0|900.0|323.0|511.0|790.0|932.0|483.0|1351.0|1610.0|837.0|201.0|827.0|1058.0|615.0|1265.0|93.0|310.0|2548.0|332.0|494.0|661.0|472.0|190.0|610.0|24754.0|5417.0|6251.0|1457.0|
||2013|4019.0|1579.0|745.0|613.0|345.0|8003.0|3852.0|148.0|242.0|1199.0|1271.0|1121.0|171.0|1617.0|119.0|234.0|630.0|748.0|375.0|268.0|4095.0|1159.0|4611.0|536.0|392.0|1068.0|331.0|1507.0|1070.0|4398.0|455.0|187.0|702.0|2789.0|558.0|475.0|2046.0|292.0|359.0|483.0|365.0|1973.0|262.0|2773.0|3282.0|580.0|354.0|299.0|252.0|1386.0|1536.0|2251.0|3232.0|1198.0|966.0|340.0|520.0|844.0|1028.0|598.0|1392.0|1734.0|816.0|206.0|879.0|1170.0|669.0|1311.0|122.0|308.0|2582.0|298.0|487.0|730.0|538.0|211.0|626.0|26641.0|5840.0|6201.0|1600.0|
||2014|4315.0|1679.0|865.0|676.0|357.0|9045.0|4130.0|161.0|255.0|1359.0|1300.0|1308.0|202.0|1722.0|123.0|280.0|662.0|780.0|361.0|311.0|4390.0|1413.0|4909.0|584.0|428.0|1136.0|332.0|1524.0|1086.0|4804.0|506.0|184.0|748.0|3105.0|603.0|422.0|2209.0|306.0|378.0|491.0|350.0|2317.0|270.0|3224.0|3571.0|618.0|380.0|311.0|289.0|1508.0|1756.0|2386.0|3447.0|1321.0|991.0|402.0|516.0|919.0|1079.0|565.0|1561.0|1745.0|911.0|215.0|925.0|1237.0|708.0|1365.0|121.0|382.0|2520.0|396.0|534.0|743.0|557.0|196.0|692.0|29516.0|6520.0|6596.0|1717.0|
||2015|4692.0|1756.0|867.0|670.0|385.0|9564.0|4590.0|154.0|258.0|1467.0|1247.0|1315.0|222.0|1780.0|124.0|239.0|650.0|754.0|366.0|335.0|4844.0|1577.0|5118.0|608.0|405.0|1157.0|372.0|1685.0|1243.0|5043.0|549.0|204.0|785.0|3200.0|639.0|455.0|2279.0|327.0|401.0|500.0|424.0|2470.0|310.0|3535.0|3725.0|663.0|377.0|340.0|291.0|1608.0|1870.0|2408.0|3496.0|1304.0|959.0|346.0|522.0|914.0|1105.0|617.0|1598.0|1901.0|842.0|250.0|951.0|1461.0|697.0|1489.0|123.0|409.0|2513.0|389.0|549.0|800.0|620.0|213.0|718.0|31529.0|6893.0|6592.0|1748.0|
||2016|4700.0|1827.0|891.0|693.0|412.0|10032.0|4728.0|149.0|273.0|1519.0|1388.0|1353.0|232.0|1883.0|146.0|296.0|763.0|897.0|426.0|311.0|5148.0|1658.0|5315.0|635.0|465.0|1276.0|429.0|1833.0|1268.0|5060.0|580.0|232.0|771.0|3458.0|642.0|531.0|2603.0|286.0|461.0|529.0|436.0|2560.0|309.0|3930.0|3932.0|624.0|420.0|329.0|313.0|1702.0|1939.0|2432.0|3770.0|1432.0|1036.0|387.0|626.0|1017.0|1185.0|656.0|1929.0|2061.0|1027.0|250.0|983.0|1620.0|756.0|1533.0|116.0|428.0|2742.0|440.0|561.0|805.0|679.0|219.0|803.0|33966.0|7312.0|7092.0|1550.0|
||2017|4847.0|1923.0|869.0|731.0|412.0|10234.0|4613.0|162.0|277.0|1640.0|1421.0|1428.0|228.0|2032.0|126.0|290.0|732.0|931.0|462.0|317.0|5362.0|1667.0|5610.0|679.0|450.0|1302.0|386.0|1864.0|1338.0|5069.0|599.0|212.0|898.0|3383.0|646.0|462.0|2481.0|326.0|448.0|558.0|402.0|2538.0|277.0|4020.0|3976.0|660.0|461.0|325.0|304.0|1821.0|2087.0|2656.0|3607.0|1583.0|1100.0|431.0|520.0|1003.0|1200.0|630.0|1924.0|2071.0|994.0|263.0|970.0|1717.0|704.0|1608.0|131.0|452.0|2997.0|489.0|526.0|808.0|690.0|220.0|707.0|34146.0|7460.0|7555.0|1816.0|
|Annenin yaş grubu:40-44|2009|774.0|369.0|96.0|100.0|60.0|1078.0|490.0|38.0|42.0|159.0|439.0|145.0|20.0|493.0|26.0|29.0|179.0|267.0|43.0|34.0|546.0|118.0|1265.0|72.0|49.0|206.0|43.0|294.0|122.0|899.0|87.0|54.0|248.0|496.0|91.0|133.0|426.0|38.0|72.0|136.0|42.0|328.0|63.0|327.0|564.0|73.0|33.0|61.0|45.0|269.0|219.0|668.0|567.0|177.0|358.0|46.0|81.0|136.0|181.0|104.0|216.0|249.0|324.0|42.0|174.0|125.0|116.0|242.0|21.0|35.0|981.0|46.0|106.0|96.0|62.0|31.0|86.0|3511.0|745.0|2331.0|539.0|
||2010|708.0|357.0|104.0|98.0|64.0|1137.0|577.0|30.0|35.0|164.0|364.0|187.0|32.0|461.0|33.0|32.0|130.0|261.0|45.0|34.0|511.0|144.0|1192.0|89.0|61.0|222.0|56.0|300.0|121.0|830.0|112.0|40.0|215.0|535.0|91.0|83.0|402.0|48.0|71.0|127.0|59.0|342.0|53.0|377.0|489.0|73.0|40.0|61.0|32.0|274.0|195.0|614.0|633.0|159.0|271.0|55.0|84.0|109.0|236.0|124.0|196.0|254.0|329.0|36.0|152.0|118.0|106.0|286.0|21.0|53.0|884.0|45.0|100.0|98.0|51.0|28.0|88.0|3899.0|864.0|2149.0|469.0|
||2011|704.0|376.0|106.0|98.0|43.0|1187.0|556.0|27.0|42.0|192.0|326.0|144.0|20.0|390.0|33.0|37.0|175.0|232.0|46.0|41.0|531.0|153.0|1082.0|85.0|46.0|229.0|55.0|312.0|132.0|815.0|80.0|42.0|182.0|489.0|79.0|86.0|426.0|38.0|70.0|89.0|34.0|343.0|42.0|339.0|582.0|69.0|35.0|41.0|44.0|261.0|234.0|535.0|549.0|159.0|243.0|61.0|59.0|124.0|189.0|111.0|199.0|238.0|257.0|46.0|150.0|154.0|114.0|236.0|27.0|38.0|699.0|43.0|104.0|88.0|53.0|31.0|85.0|3769.0|786.0|1895.0|422.0|
||2012|770.0|368.0|100.0|131.0|49.0|1336.0|668.0|33.0|41.0|183.0|342.0|206.0|23.0|468.0|30.0|35.0|163.0|232.0|62.0|49.0|615.0|191.0|1215.0|79.0|55.0|232.0|67.0|397.0|133.0|904.0|71.0|34.0|193.0|557.0|85.0|98.0|390.0|38.0|79.0|119.0|59.0|360.0|62.0|413.0|578.0|77.0|40.0|56.0|54.0|294.0|241.0|624.0|653.0|165.0|255.0|73.0|96.0|144.0|215.0|121.0|241.0|290.0|252.0|41.0|165.0|179.0|93.0|267.0|23.0|52.0|762.0|54.0|102.0|121.0|73.0|32.0|101.0|4496.0|986.0|1934.0|431.0|
||2013|862.0|423.0|148.0|108.0|62.0|1460.0|744.0|33.0|55.0|239.0|418.0|184.0|25.0|449.0|41.0|40.0|193.0|266.0|66.0|56.0|698.0|210.0|1250.0|94.0|58.0|250.0|77.0|396.0|166.0|983.0|113.0|39.0|205.0|555.0|122.0|124.0|501.0|44.0|81.0|141.0|57.0|420.0|58.0|510.0|676.0|80.0|53.0|61.0|51.0|317.0|284.0|639.0|693.0|205.0|272.0|72.0|104.0|162.0|198.0|144.0|254.0|311.0|321.0|45.0|168.0|172.0|123.0|281.0|21.0|50.0|932.0|75.0|104.0|123.0|78.0|27.0|103.0|5239.0|1015.0|2034.0|464.0|
||2014|1000.0|505.0|159.0|155.0|71.0|1712.0|964.0|50.0|74.0|264.0|480.0|248.0|33.0|555.0|34.0|42.0|245.0|309.0|63.0|56.0|816.0|243.0|1476.0|140.0|63.0|301.0|88.0|509.0|198.0|1145.0|111.0|47.0|226.0|742.0|110.0|149.0|525.0|74.0|75.0|148.0|72.0|493.0|65.0|614.0|733.0|104.0|66.0|65.0|54.0|414.0|327.0|833.0|864.0|232.0|325.0|80.0|138.0|175.0|273.0|148.0|315.0|345.0|305.0|54.0|199.0|219.0|146.0|333.0|25.0|70.0|1090.0|83.0|131.0|115.0|96.0|46.0|141.0|6084.0|1267.0|2320.0|572.0|
||2015|993.0|530.0|147.0|156.0|87.0|1829.0|960.0|41.0|51.0|306.0|512.0|272.0|22.0|524.0|36.0|55.0|228.0|307.0|70.0|72.0|868.0|272.0|1480.0|140.0|67.0|344.0|96.0|464.0|262.0|1121.0|113.0|67.0|233.0|724.0|96.0|151.0|552.0|56.0|86.0|158.0|81.0|511.0|64.0|665.0|805.0|105.0|59.0|60.0|59.0|404.0|330.0|777.0|809.0|278.0|292.0|84.0|104.0|204.0|253.0|126.0|357.0|350.0|278.0|49.0|223.0|263.0|129.0|341.0|30.0|62.0|999.0|89.0|116.0|140.0|102.0|33.0|120.0|6592.0|1411.0|2326.0|541.0|
||2016|897.0|453.0|161.0|153.0|79.0|1840.0|974.0|26.0|47.0|280.0|372.0|237.0|32.0|433.0|41.0|38.0|211.0|259.0|76.0|57.0|867.0|236.0|1366.0|130.0|73.0|304.0|95.0|383.0|229.0|1102.0|108.0|63.0|193.0|654.0|123.0|114.0|500.0|50.0|75.0|137.0|77.0|480.0|59.0|692.0|727.0|82.0|71.0|68.0|56.0|357.0|302.0|662.0|767.0|278.0|249.0|74.0|105.0|189.0|256.0|138.0|298.0|323.0|287.0|49.0|188.0|256.0|138.0|359.0|28.0|59.0|892.0|84.0|119.0|112.0|113.0|42.0|125.0|6517.0|1412.0|2112.0|421.0|
||2017|949.0|403.0|148.0|129.0|88.0|1905.0|917.0|42.0|46.0|332.0|340.0|288.0|31.0|474.0|33.0|51.0|184.0|230.0|69.0|46.0|928.0|285.0|1235.0|125.0|76.0|303.0|81.0|398.0|212.0|1061.0|109.0|41.0|213.0|660.0|117.0|110.0|456.0|53.0|87.0|127.0|76.0|505.0|66.0|687.0|758.0|89.0|76.0|61.0|58.0|378.0|340.0|662.0|796.0|297.0|240.0|71.0|118.0|213.0|235.0|138.0|333.0|343.0|223.0|38.0|214.0|270.0|140.0|335.0|27.0|57.0|816.0|86.0|111.0|120.0|107.0|57.0|124.0|6708.0|1301.0|2010.0|449.0|
|Annenin yaş grubu:45-49|2009|99.0|70.0|7.0|8.0|5.0|58.0|58.0|7.0|2.0|24.0|155.0|14.0||110.0|2.0|1.0|28.0|82.0||1.0|54.0|8.0|252.0|6.0|1.0|28.0|4.0|63.0|8.0|125.0|5.0|3.0|73.0|57.0|7.0|13.0|47.0||3.0|29.0|4.0|28.0|8.0|51.0|41.0|1.0|1.0|10.0|2.0|48.0|22.0|105.0|97.0|10.0|105.0|4.0|7.0|13.0|27.0|3.0|13.0|30.0|101.0|6.0|17.0|9.0|13.0|14.0|1.0|9.0|326.0|3.0|25.0|4.0|2.0|3.0|8.0|337.0|64.0|605.0|123.0|
||2010|115.0|75.0|12.0|9.0|7.0|91.0|62.0|8.0|2.0|22.0|185.0|13.0||129.0|3.0||35.0|79.0|3.0|2.0|40.0|6.0|248.0|8.0|6.0|28.0|5.0|64.0|15.0|130.0|2.0|1.0|70.0|52.0|11.0|29.0|45.0|2.0|4.0|26.0|4.0|39.0|4.0|40.0|47.0|4.0|6.0|3.0|1.0|31.0|23.0|164.0|72.0|10.0|106.0|5.0|8.0|15.0|25.0|3.0|21.0|32.0|73.0|3.0|16.0|14.0|14.0|28.0|1.0|2.0|344.0|3.0|11.0|5.0|5.0|1.0|19.0|435.0|80.0|657.0|114.0|
